code,name,market,job
044480,블루베리 NFT,KOSDAQ,고무제품 제조업
033560,블루콤,KOSDAQ,영상 및 음향기기 제조업
191600,블루탑,KONEX,전자부품 제조업
369370,블리츠웨이,KOSDAQ,"인형,장난감 및 오락용품 제조업"
126340,비나텍,KOSDAQ,일차전지 및 축전지 제조업
121800,비덴트,KOSDAQ,통신 및 방송 장비 제조업
148140,비디아이,KOSDAQ,일반 목적용 기계 제조업
082800,비보존 헬스케어,KOSDAQ,반도체 제조업
318410,비비씨,KOSDAQ,그외 기타 제품 제조업
002070,비비안,KOSPI,봉제의복 제조업
100220,비상교육,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업"
146320,비씨엔씨,KOSDAQ,반도체 제조업
200780,비씨월드제약,KOSDAQ,의약품 제조업
141000,비아트론,KOSDAQ,특수 목적용 기계 제조업
090460,비에이치,KOSDAQ,전자부품 제조업
083650,비에이치아이,KOSDAQ,일반 목적용 기계 제조업
215050,비엔디생활건강,KONEX,기타 화학제품 제조업
142760,비엘,KOSDAQ,자연과학 및 공학 연구개발업
065170,비엘팜텍,KOSDAQ,음·식료품 및 담배 도매업
086220,비엘헬스케어,KONEX,기타 식품 제조업
086670,비엠티,KOSDAQ,일반 목적용 기계 제조업
335890,비올,KOSDAQ,의료용 기기 제조업
138580,비즈니스온,KOSDAQ,소프트웨어 개발 및 공급업
082920,비츠로셀,KOSDAQ,일차전지 및 축전지 제조업
054220,비츠로시스,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
042370,비츠로테크,KOSDAQ,기타 금융업
030790,비케이탑스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
050090,비케이홀딩스,KOSDAQ,전자부품 제조업
307870,비투엔,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
357880,비트나인,KOSDAQ,소프트웨어 개발 및 공급업
032850,비트컴퓨터,KOSDAQ,소프트웨어 개발 및 공급업
148780,비플라이소프트,KOSDAQ,소프트웨어 개발 및 공급업
238200,비피도,KOSDAQ,기타 식품 제조업
093190,빅솔론,KOSDAQ,컴퓨터 및 주변장치 제조업
065450,빅텍,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
210120,빅텐츠,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
005180,빙그레,KOSPI,낙농제품 및 식용빙과류 제조업
072950,빛샘전자,KOSDAQ,전자부품 제조업
266170,뿌리깊은나무들,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
143240,사람인에이치알,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
003960,사조대림,KOSPI,수산물 가공 및 저장 처리업
008040,사조동아원,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
007160,사조산업,KOSPI,어로 어업
014710,사조씨푸드,KOSPI,수산물 가공 및 저장 처리업
006090,사조오양,KOSPI,수산물 가공 및 저장 처리업
100090,삼강엠앤티,KOSDAQ,1차 철강 제조업
122350,삼기,KOSDAQ,자동차 신품 부품 제조업
014970,삼륭물산,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업"
018310,삼목에스폼,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
053700,삼보모터스,KOSDAQ,자동차 신품 부품 제조업
009620,삼보산업,KOSDAQ,1차 비철금속 제조업
023600,삼보판지,KOSDAQ,"펄프, 종이 및 판지 제조업"
001470,삼부토건,KOSPI,토목 건설업
006400,삼성SDI,KOSPI,일차전지 및 축전지 제조업
006660,삼성공조,KOSPI,자동차 신품 부품 제조업
380320,삼성머스트스팩5호,KOSDAQ,금융 지원 서비스업
028260,삼성물산,KOSPI,기타 전문 도매업
207940,삼성바이오로직스,KOSPI,기초 의약물질 및 생물학적 제제 제조업
032830,삼성생명,KOSPI,보험업
377630,삼성스팩4호,KOSDAQ,금융 지원 서비스업
425290,삼성스팩6호,KOSDAQ,금융 지원 서비스업
018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
028050,삼성엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
009150,삼성전기,KOSPI,전자부품 제조업
005930,삼성전자,KOSPI,통신 및 방송 장비 제조업
001360,삼성제약,KOSPI,의약품 제조업
010140,삼성중공업,KOSPI,선박 및 보트 건조업
016360,삼성증권,KOSPI,금융 지원 서비스업
068290,삼성출판사,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업"
029780,삼성카드,KOSPI,기타 금융업
000810,삼성화재,KOSPI,보험업
006110,삼아알미늄,KOSPI,1차 비철금속 제조업
009300,삼아제약,KOSDAQ,의약품 제조업
145990,삼양사,KOSPI,기타 식품 제조업
003230,삼양식품,KOSPI,기타 식품 제조업
225190,삼양옵틱스,KOSDAQ,사진장비 및 광학기기 제조업
002170,삼양통상,KOSPI,"가죽, 가방 및 유사제품 제조업"
272550,삼양패키징,KOSPI,플라스틱제품 제조업
000070,삼양홀딩스,KOSPI,기타 금융업
002810,삼영무역,KOSPI,기타 전문 도매업
361670,삼영에스앤씨,KOSDAQ,전자부품 제조업
054540,삼영엠텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
065570,삼영이엔씨,KOSDAQ,통신 및 방송 장비 제조업
005680,삼영전자,KOSPI,전자부품 제조업
003720,삼영화학,KOSPI,플라스틱제품 제조업
023000,삼원강재,KOSPI,자동차 신품 부품 제조업
004380,삼익THK,KOSPI,일반 목적용 기계 제조업
002450,삼익악기,KOSPI,악기 제조업
032280,삼일,KOSDAQ,도로 화물 운송업
002290,삼일기업공사,KOSDAQ,건물 건설업
004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
000520,삼일제약,KOSPI,의약품 제조업
009770,삼정펄프,KOSPI,"펄프, 종이 및 판지 제조업"
037460,삼지전자,KOSDAQ,통신 및 방송 장비 제조업
032750,삼진,KOSDAQ,통신 및 방송 장비 제조업
054090,삼진엘앤디,KOSDAQ,그외 기타 제품 제조업
005500,삼진제약,KOSPI,의약품 제조업
000250,삼천당제약,KOSDAQ,의약품 제조업
004690,삼천리,KOSPI,연료용 가스 제조 및 배관공급업
024950,삼천리자전거,KOSDAQ,생활용품 도매업
038500,삼표시멘트,KOSDAQ,기타 비금속 광물제품 제조업
017480,삼현철강,KOSDAQ,1차 철강 제조업
010960,삼호개발,KOSPI,기반조성 및 시설물 축조관련 전문공사업
046390,삼화네트웍스,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
004450,삼화왕관,KOSPI,기타 금속 가공제품 제조업
009470,삼화전기,KOSPI,전자부품 제조업
011230,삼화전자,KOSPI,영상 및 음향기기 제조업
001820,삼화콘덴서,KOSPI,전자부품 제조업
000390,삼화페인트,KOSPI,기타 화학제품 제조업
027580,상보,KOSDAQ,플라스틱제품 제조업
038540,상상인,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
101000,상상인인더스트리,KOSDAQ,특수 목적용 기계 제조업
415580,상상인제3호스팩,KOSDAQ,금융 지원 서비스업
001290,상상인증권,KOSPI,금융 지원 서비스업
041650,상신브레이크,KOSPI,자동차 신품 부품 제조업
091580,상신이디피,KOSDAQ,일차전지 및 축전지 제조업
263810,상신전자,KOSDAQ,전자부품 제조업
089980,상아프론테크,KOSDAQ,플라스틱제품 제조업
042940,상지카일룸,KOSDAQ,건물 건설업
042600,새로닉스,KOSDAQ,전자부품 제조업
075180,새론오토모티브,KOSPI,자동차 신품 부품 제조업
107600,새빗켐,KOSDAQ,기타 화학제품 제조업
252990,샘씨엔에스,KOSDAQ,전자부품 제조업
007540,샘표,KOSPI,기타 금융업
248170,샘표식품,KOSPI,기타 식품 제조업
294630,서남,KOSDAQ,기타 전기장비 제조업
038070,서린바이오,KOSDAQ,기타 전문 도매업
006730,서부T&D,KOSDAQ,일반 및 생활 숙박시설 운영업
079650,서산,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
100660,서암기계공업,KOSDAQ,일반 목적용 기계 제조업
007860,서연,KOSPI,기타 금융업
200880,서연이화,KOSPI,자동차 신품 부품 제조업
019770,서연탑메탈,KOSDAQ,특수 목적용 기계 제조업
017390,서울가스,KOSPI,연료용 가스 제조 및 배관공급업
043710,서울리거,KOSDAQ,기타 전문 도매업
092190,서울바이오시스,KOSDAQ,반도체 제조업
046890,서울반도체,KOSDAQ,반도체 제조업
004410,서울식품,KOSPI,기타 식품 제조업
063170,서울옥션,KOSDAQ,상품 중개업
027040,서울전자통신,KOSDAQ,기계장비 및 관련 물품 도매업
018680,서울제약,KOSDAQ,의약품 제조업
021050,서원,KOSPI,금속 주조업
093920,서원인텍,KOSDAQ,통신 및 방송 장비 제조업
189860,서전기전,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
178320,서진시스템,KOSDAQ,통신 및 방송 장비 제조업
122690,서진오토모티브,KOSDAQ,자동차 신품 부품 제조업
140070,서플러스글로벌,KOSDAQ,기계장비 및 관련 물품 도매업
011370,서한,KOSDAQ,건물 건설업
065710,서호전기,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
008490,서흥,KOSPI,기타 화학제품 제조업
035890,서희건설,KOSDAQ,건물 건설업
357550,석경에이티,KOSDAQ,기초 화학물질 제조업
003100,선광,KOSDAQ,기타 운송관련 서비스업
007610,선도전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
067370,선바이오,KONEX,의약품 제조업
171090,선익시스템,KOSDAQ,특수 목적용 기계 제조업
136490,선진,KOSPI,동물용 사료 및 조제식품 제조업
086710,선진뷰티사이언스,KOSDAQ,기타 화학제품 제조업
014620,성광벤드,KOSDAQ,1차 철강 제조업
037350,성도이엔지,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
014910,성문전자,KOSPI,전자부품 제조업
003080,성보화학,KOSPI,"비료, 농약 및 살균, 살충제 제조업"
004980,성신양회,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
011300,성안,KOSPI,직물직조 및 직물제품 제조업
081580,성우전자,KOSDAQ,통신 및 방송 장비 제조업
045300,성우테크론,KOSDAQ,전자부품 제조업
015750,성우하이텍,KOSDAQ,자동차 신품 부품 제조업
365340,성일하이텍,KOSDAQ,기초 화학물질 제조업
000180,성창기업지주,KOSPI,회사 본부 및 경영 컨설팅 서비스업
080470,성창오토텍,KOSDAQ,자동차 신품 부품 제조업
043260,성호전자,KOSDAQ,전자부품 제조업
148150,세경하이테크,KOSDAQ,전자부품 제조업
002420,세기상사,KOSPI,연료 소매업
053060,세동,KOSDAQ,자동차 신품 부품 제조업
340440,세림B&G,KOSDAQ,플라스틱제품 제조업
017510,세명전기,KOSDAQ,기타 금속 가공제품 제조업
004360,세방,KOSPI,도로 화물 운송업
004490,세방전지,KOSPI,일차전지 및 축전지 제조업
011560,세보엠이씨,KOSDAQ,건물설비 설치 공사업
396300,세아메카닉스,KOSDAQ,기타 금속 가공제품 제조업
001430,세아베스틸지주,KOSPI,1차 철강 제조업
306200,세아제강,KOSPI,1차 철강 제조업
003030,세아제강지주,KOSPI,기타 금융업
019440,세아특수강,KOSPI,1차 철강 제조업
058650,세아홀딩스,KOSPI,1차 철강 제조업
013000,세우글로벌,KOSPI,기타 전문 도매업
100700,세운메디칼,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
024830,세원물산,KOSDAQ,자동차 신품 부품 제조업
091090,세원이앤씨,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업"
021820,세원정공,KOSPI,자동차 신품 부품 제조업
067830,세이브존I&C,KOSPI,종합 소매업
033530,세종공업,KOSPI,자동차 신품 부품 제조업
258830,세종메디칼,KOSDAQ,의료용 기기 제조업
036630,세종텔레콤,KOSDAQ,전기 통신업
039310,세중,KOSDAQ,여행사 및 기타 여행보조 서비스업
075580,세진중공업,KOSPI,선박 및 보트 건조업
067770,세진티에스,KOSDAQ,전자부품 제조업
053450,세코닉스,KOSDAQ,사진장비 및 광학기기 제조업
027970,세하,KOSPI,"펄프, 종이 및 판지 제조업"
252500,세화피앤씨,KOSDAQ,기타 화학제품 제조업
347000,센코,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
308170,센트랄모텍,KOSPI,자동차 신품 부품 제조업
012600,센트럴인사이트,KOSPI,일반 목적용 기계 제조업
331920,셀레믹스,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
049180,셀루메드,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
299660,셀리드,KOSDAQ,자연과학 및 공학 연구개발업
268600,셀리버리,KOSDAQ,자연과학 및 공학 연구개발업
108860,셀바스AI,KOSDAQ,소프트웨어 개발 및 공급업
208370,셀바스헬스케어,KOSDAQ,의료용 기기 제조업
258250,셀젠텍,KONEX,소프트웨어 개발 및 공급업
068270,셀트리온,KOSPI,기초 의약물질 및 생물학적 제제 제조업
068760,셀트리온제약,KOSDAQ,의약품 제조업
091990,셀트리온헬스케어,KOSDAQ,기타 전문 도매업
060230,소니드,KOSDAQ,기타 화학제품 제조업
290690,소룩스,KOSDAQ,전구 및 조명장치 제조업
053110,소리바다,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
950200,소마젠,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
032680,소프트센,KOSDAQ,기계장비 및 관련 물품 도매업
258790,소프트캠프,KOSDAQ,소프트웨어 개발 및 공급업
066910,손오공,KOSDAQ,기타 전문 도매업
043100,솔고바이오,KOSDAQ,의료용 기기 제조업
336370,솔루스첨단소재,KOSPI,전자부품 제조업
154040,솔루에타,KOSDAQ,전자부품 제조업
248070,솔루엠,KOSPI,전자부품 제조업
035610,솔본,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
357780,솔브레인,KOSDAQ,기타 화학제품 제조업
036830,솔브레인홀딩스,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
304100,솔트룩스,KOSDAQ,소프트웨어 개발 및 공급업
004430,송원산업,KOSPI,기타 화학제품 제조업
086980,쇼박스,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
050960,수산아이앤티,KOSDAQ,소프트웨어 개발 및 공급업
126720,수산인더스트리,KOSPI,건물설비 설치 공사업
017550,수산중공업,KOSPI,특수 목적용 기계 제조업
253840,수젠텍,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
185190,수프로,KONEX,산업용 농·축산물 및 동·식물 도매업
236200,슈프리마,KOSDAQ,통신 및 방송 장비 제조업
317770,슈프리마아이디,KOSDAQ,전자부품 제조업
094840,슈프리마에이치큐,KOSDAQ,통신 및 방송 장비 제조업
192440,슈피겐코리아,KOSDAQ,그외 기타 제품 제조업
136510,스마트솔루션즈,KOSDAQ,특수 목적용 기계 제조업
099440,스맥,KOSDAQ,특수 목적용 기계 제조업
053210,스카이라이프,KOSPI,텔레비전 방송업
033790,스카이문스테크놀로지,KOSDAQ,통신 및 방송 장비 제조업
131100,스카이이앤엠,KOSDAQ,상품 종합 도매업
276040,스코넥,KOSDAQ,소프트웨어 개발 및 공급업
159910,스킨앤스킨,KOSDAQ,기타 화학제품 제조업
115570,스타플렉스,KOSDAQ,플라스틱제품 제조업
258540,스템랩,KONEX,자연과학 및 공학 연구개발업
330730,스톤브릿지벤처스,KOSDAQ,기타 금융업
253450,스튜디오드래곤,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
204630,스튜디오산타클로스,KOSDAQ,창작 및 예술관련 서비스업
026890,스틱인베스트먼트,KOSPI,신탁업 및 집합투자업
013810,스페코,KOSDAQ,특수 목적용 기계 제조업
049830,승일,KOSDAQ,기타 금속 가공제품 제조업
020710,시공테크,KOSDAQ,전문디자인업
033170,시그네틱스,KOSDAQ,반도체 제조업
048870,시너지이노베이션,KOSDAQ,의료용 기기 제조업
025320,시노펙스,KOSDAQ,전자부품 제조업
134790,시디즈,KOSPI,가구 제조업
269620,시스웍,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
131090,시큐브,KOSDAQ,소프트웨어 개발 및 공급업
232830,시큐센,KONEX,소프트웨어 개발 및 공급업
139050,시티랩스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
016590,신대양제지,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
290520,신도기연,KOSDAQ,특수 목적용 기계 제조업
029530,신도리코,KOSPI,컴퓨터 및 주변장치 제조업
004970,신라교역,KOSPI,어로 어업
001000,신라섬유,KOSDAQ,가전제품 및 정보통신장비 소매업
025870,신라에스지,KOSDAQ,음·식료품 및 담배 도매업
215600,신라젠,KOSDAQ,자연과학 및 공학 연구개발업
065350,신성델타테크,KOSDAQ,가정용 기기 제조업
011930,신성이엔지,KOSPI,반도체 제조업
005390,신성통상,KOSPI,기타 전문 도매업
004170,신세계,KOSPI,종합 소매업
035510,신세계 I&C,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
034300,신세계건설,KOSPI,건물 건설업
031430,신세계인터내셔날,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업"
031440,신세계푸드,KOSPI,음식점업
006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업
002800,신신제약,KOSDAQ,의약품 제조업
344050,신영스팩6호,KOSDAQ,금융 지원 서비스업
419270,신영스팩7호,KOSDAQ,금융 지원 서비스업
005800,신영와코루,KOSPI,봉제의복 제조업
001720,신영증권,KOSPI,금융 지원 서비스업
009270,신원,KOSPI,봉제의복 제조업
017000,신원종합개발,KOSDAQ,건물 건설업
002700,신일전자,KOSPI,기계장비 및 관련 물품 도매업
012790,신일제약,KOSDAQ,의약품 제조업
138070,신진에스엠,KOSDAQ,기타 금속 가공제품 제조업
226330,신테카바이오,KOSDAQ,소프트웨어 개발 및 공급업
019170,신풍제약,KOSPI,의약품 제조업
002870,신풍제지,KOSPI,기타 전문 도매업
404990,신한서부티엔디리츠,KOSPI,부동산 임대 및 공급업
293940,신한알파리츠,KOSPI,부동산 임대 및 공급업
418210,신한제10호스팩,KOSDAQ,금융 지원 서비스업
333050,신한제6호스팩,KOSDAQ,금융 지원 서비스업
366330,신한제7호스팩,KOSDAQ,금융 지원 서비스업
393360,신한제8호스팩,KOSDAQ,금융 지원 서비스업
405640,신한제9호스팩,KOSDAQ,금융 지원 서비스업
055550,신한지주,KOSPI,기타 금융업
056700,신화인터텍,KOSDAQ,플라스틱제품 제조업
187270,신화콘텍,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
004080,신흥,KOSPI,기계장비 및 관련 물품 도매업
243840,신흥에스이씨,KOSDAQ,일차전지 및 축전지 제조업
257720,실리콘투,KOSDAQ,상품 종합 도매업
222800,심텍,KOSDAQ,전자부품 제조업
036710,심텍홀딩스,KOSDAQ,통신 및 방송 장비 제조업
160980,싸이맥스,KOSDAQ,특수 목적용 기계 제조업
356890,싸이버원,KOSDAQ,소프트웨어 개발 및 공급업
217330,싸이토젠,KOSDAQ,자연과학 및 공학 연구개발업
102280,쌍방울,KOSPI,봉제의복 제조업
003410,쌍용C&E,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
010280,쌍용정보통신,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
003620,쌍용차,KOSPI,자동차용 엔진 및 자동차 제조업
004770,써니전자,KOSPI,전자부품 제조업
217320,썬테크,KONEX,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
208640,썸에이지,KOSDAQ,소프트웨어 개발 및 공급업
222420,쎄노텍,KOSDAQ,기타 비금속 광물제품 제조업
037760,쎄니트,KOSDAQ,1차 철강 제조업
099320,쎄트렉아이,KOSDAQ,"항공기,우주선 및 부품 제조업"
015540,쎌마테라퓨틱스,KOSPI,기타 사업지원 서비스업
049960,쎌바이오텍,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
050890,쏠리드,KOSDAQ,통신 및 방송 장비 제조업
066790,씨씨에스,KOSDAQ,텔레비전 방송업
222080,씨아이에스,KOSDAQ,특수 목적용 기계 제조업
004920,씨아이테크,KOSPI,그외 기타 제품 제조업
236030,씨알푸드,KONEX,"곡물가공품, 전분 및 전분제품 제조업"
103660,씨앗,KONEX,기타 화학제품 제조업
352480,씨앤씨인터내셔널,KOSDAQ,기타 화학제품 제조업
245450,씨앤에스링크,KONEX,통신 및 방송 장비 제조업
264660,씨앤지하이테크,KOSDAQ,특수 목적용 기계 제조업
352700,씨앤투스성진,KOSDAQ,기타 섬유제품 제조업
297090,씨에스베어링,KOSDAQ,일반 목적용 기계 제조업
112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업"
359090,씨엔알리서치,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
286000,씨엔티드림,KONEX,기타 화학제품 제조업
115530,씨엔플러스,KOSDAQ,전자부품 제조업
115480,씨유메디칼,KOSDAQ,의료용 기기 제조업
376290,씨유테크,KOSDAQ,전자부품 제조업
189330,씨이랩,KOSDAQ,소프트웨어 개발 및 공급업
096530,씨젠,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
900120,씨케이에이치,KOSDAQ,기타 금융업
101240,씨큐브,KOSDAQ,기초 화학물질 제조업
060590,씨티씨바이오,KOSDAQ,의약품 제조업
260930,씨티케이,KOSDAQ,기타 화학제품 제조업
013990,아가방컴퍼니,KOSDAQ,생활용품 도매업
123860,아나패스,KOSDAQ,반도체 제조업
025980,아난티,KOSDAQ,일반 및 생활 숙박시설 운영업
008700,아남전자,KOSPI,영상 및 음향기기 제조업
058220,아리온,KOSDAQ,통신 및 방송 장비 제조업
125210,아모그린텍,KOSDAQ,전자부품 제조업
002790,아모레G,KOSPI,기타 화학제품 제조업
090430,아모레퍼시픽,KOSPI,기타 화학제품 제조업
357580,아모센스,KOSDAQ,전자부품 제조업
052710,아모텍,KOSDAQ,전자부품 제조업
074430,아미노로직스,KOSDAQ,기타 전문 도매업
092040,아미코젠,KOSDAQ,기타 식품 제조업
083930,아바코,KOSDAQ,특수 목적용 기계 제조업
149950,아바텍,KOSDAQ,전자부품 제조업
036010,아비코전자,KOSDAQ,전자부품 제조업
002030,아세아,KOSPI,회사 본부 및 경영 컨설팅 서비스업
183190,아세아시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
002310,아세아제지,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
050860,아세아텍,KOSDAQ,특수 목적용 기계 제조업
012170,아센디오,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업"
136410,아셈스,KOSDAQ,플라스틱제품 제조업
246720,아스타,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
067390,아스트,KOSDAQ,"항공기,우주선 및 부품 제조업"
159010,아스플로,KOSDAQ,일반 목적용 기계 제조업
127710,아시아경제,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
267850,아시아나IDT,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
020560,아시아나항공,KOSPI,항공 여객 운송업
154030,아시아종묘,KOSDAQ,작물 재배업
227610,아우딘퓨쳐스,KOSDAQ,기타 화학제품 제조업
143160,아이디스,KOSDAQ,통신 및 방송 장비 제조업
054800,아이디스홀딩스,KOSDAQ,기타 전문 서비스업
332370,아이디피,KOSDAQ,컴퓨터 및 주변장치 제조업
122900,아이마켓코리아,KOSPI,상품 종합 도매업
339950,아이비김영,KOSDAQ,일반 교습 학원
099190,아이센스,KOSDAQ,의료용 기기 제조업
289010,아이스크림에듀,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
214430,아이쓰리시스템,KOSDAQ,전자부품 제조업
040910,아이씨디,KOSDAQ,특수 목적용 기계 제조업
368600,아이씨에이치,KOSDAQ,그외 기타 제품 제조업
068940,아이씨케이,KOSDAQ,전자부품 제조업
052860,아이앤씨,KOSDAQ,반도체 제조업
010780,아이에스동서,KOSPI,"내화, 비내화 요업제품 제조업"
069920,아이에스이커머스,KOSDAQ,무점포 소매업
038880,아이에이,KOSDAQ,전자부품 제조업
307180,아이엘사이언스,KOSDAQ,전구 및 조명장치 제조업
101390,아이엠,KOSDAQ,전자부품 제조업
078860,아이오케이,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
114810,아이원스,KOSDAQ,특수 목적용 기계 제조업
090150,아이윈,KOSDAQ,자동차 신품 부품 제조업
123010,아이윈플러스,KOSDAQ,전자부품 제조업
031310,아이즈비전,KOSDAQ,전기 통신업
185490,아이진,KOSDAQ,자연과학 및 공학 연구개발업
059100,아이컴포넌트,KOSDAQ,전자부품 제조업
149010,아이케이세미콘,KONEX,반도체 제조업
262840,아이퀘스트,KOSDAQ,소프트웨어 개발 및 공급업
175250,아이큐어,KOSDAQ,의약품 제조업
052460,아이크래프트,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
119830,아이텍,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
052770,아이톡시,KOSDAQ,기타 전문 도매업
124500,아이티센,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
372800,아이티아이즈,KOSDAQ,소프트웨어 개발 및 공급업
084850,아이티엠반도체,KOSDAQ,전자부품 제조업
114840,아이패밀리에스씨,KOSDAQ,기타 화학제품 제조업
027360,아주IB투자,KOSDAQ,기타 금융업
139990,아주스틸,KOSPI,1차 철강 제조업
032080,아즈텍WB,KOSDAQ,"섬유제품 염색, 정리 및 마무리 가공업"
013310,아진산업,KOSDAQ,자동차 신품 부품 제조업
059120,아진엑스텍,KOSDAQ,반도체 제조업
158430,아톤,KOSDAQ,소프트웨어 개발 및 공급업
149300,아퓨어스,KONEX,기초 의약물질 및 생물학적 제제 제조업
067160,아프리카TV,KOSDAQ,소프트웨어 개발 및 공급업
001540,안국약품,KOSDAQ,의약품 제조업
